dataset,f1,f1v,f2,f3,f4,l1,l2,l3,n1,n2,n3,n4,t1,lsc,density,cls_coef,hubs,t2,t3,t4,c1,c2
Ionosphere,0.5433213777088683,0.08276549969522069,0.0,0.8,0.0,0.004548954623907968,0.06,0.023333333333333334,0.07,0.18849868729929714,0.07666666666666666,0.12666666666666668,0.31,0.8961111111111111,0.8944258639910814,0.3451914985759268,0.7219973962431087,0.11333333333333333,0.07,0.6176470588235294,0.057316810744507785,0.14540059347181
Statlog Heart,0.5678326520224957,0.17076653642942433,0.1959058832005507,0.9851851851851852,0.937037037037037,0.02546783605501527,0.14444444444444443,0.08888888888888889,0.12037037037037036,0.36398125474089793,0.24444444444444446,0.11481481481481481,0.5444444444444444,0.9653497942386832,0.9742255266418836,0.6005037227702433,0.8768975633568847,0.04814814814814815,0.03333333333333333,0.6923076923076923,0.008923940161777777,0.024390243902438935
Mushroom,0.5804807380961109,0.07443041888289698,0.0,0.78,0.41,0.005209821303485318,0.06666666666666667,0.04,0.03166666666666667,0.20974881487841293,0.026666666666666616,0.01,0.18,0.8846777777777778,0.9280490523968785,0.3683576265775065,0.8431775457983579,0.07333333333333333,0.04666666666666667,0.6363636363636364,0.0008016457363603235,0.00221975582685896
Monks,0.7011815609918449,0.5144790096709938,0.6666666666666667,0.7966666666666666,0.7966666666666666,0.0665838729532165,0.33666666666666667,0.28,0.15333333333333332,0.25603602885660964,0.12,0.23,0.5366666666666666,0.9859888888888889,0.9796432552954292,0.35874893407246344,0.9584780847131709,0.02,0.02,1.0,0.0,0.0
Credit Approval,0.2658569147338142,0.10184747349597016,0.017021305088725524,0.9466666666666667,0.8633333333333333,0.015835402111424833,0.1,0.07333333333333333,0.09,0.24373633388132784,0.13666666666666671,0.07,0.38,0.9557666666666667,0.9701449275362319,0.4129544112548017,0.8897867940411209,0.05,0.03333333333333333,0.6666666666666666,0.009285245386868923,0.02536311378296552
Australian,0.42633456395067465,0.1900410907010415,0.005351178052986811,0.97,0.91,0.027104566340015273,0.15333333333333332,0.13333333333333333,0.12666666666666668,0.2485215115893982,0.1466666666666666,0.10666666666666667,0.37333333333333335,0.9697111111111111,0.9666666666666667,0.3360355625951076,0.8908699276584657,0.04666666666666667,0.03,0.6428571428571429,0.009285245386868923,0.02536311378296552
Wdbc,0.18830113264809734,0.04213476482370709,1.6089000574065772e-11,0.23666666666666666,0.0,0.0007043522239601765,0.006666666666666667,0.0,0.023333333333333334,0.21271855019570413,0.023333333333333317,0.016666666666666666,0.21333333333333335,0.8532888888888889,0.903835005574136,0.3852360800096085,0.7631732281844776,0.1,0.03,0.3,0.04680282745694431,0.12061476779151348
Spect Heart,0.7545821632755938,0.294726095369405,0.0,0.8576779026217228,0.7902621722846442,0.021732047701746648,0.12359550561797752,0.07865168539325842,0.12921348314606743,0.4091692136833606,0.27340823970037453,0.10861423220973783,0.5917602996254682,0.9741755390032123,0.9578158880346934,0.5836903829123545,0.8676975697223526,0.08239700374531835,0.06741573033707865,0.8181818181818182,0.2662475912010398,0.5138526965331776
Breast-w,0.14841222972889906,0.034063447088946326,0.031471665402807304,0.8566666666666667,0.03666666666666667,0.002943936791614185,0.023333333333333334,0.006666666666666667,0.03166666666666667,0.16709152878112893,0.043333333333333335,0.02,0.15333333333333332,0.6409666666666667,0.6184169453734671,0.2379060684278771,0.3955291298965955,0.03,0.02,0.6666666666666666,0.07202718528004448,0.17880124650936913
Chronic Kidney,0.3097227728539663,0.055441436037300326,0.0,0.45,0.0,0.0,0.0,0.0,0.005,0.17370262104034087,0.0,0.0033333333333333335,0.14,0.7523,0.8680490523968785,0.33941848672108577,0.6525188165559861,0.08,0.05333333333333334,0.6666666666666666,0.04434626534380004,0.1147094557794629
Glass,0.7456213884049783,0.35845137663168464,0.0009163543173217826,0.8972602739726028,0.6027397260273972,0.01636841900586957,0.2465753424657534,0.1643835616438356,0.1232876712328767,0.3500375173699994,0.23287671232876717,0.21232876712328766,0.5205479452054794,0.9536498404954025,0.7919697685403874,0.21877445524101924,0.6949429147522429,0.06164383561643835,0.03424657534246575,0.5555555555555556,0.0012186069272440703,0.0033720494567254233
Diabetes Early,0.33210920637613994,0.09676293184572816,0.6081081081081081,0.9866666666666667,0.9866666666666667,0.005104742361734078,0.06333333333333334,0.016666666666666666,0.051666666666666666,0.13037917733905338,0.026666666666666616,0.02,0.23,0.9014222222222222,0.9544704570791527,0.34568339675099446,0.841207904160919,0.05333333333333334,0.043333333333333335,0.8125,0.03963772968452206,0.10326659641728131
